bare_form,accented_form,suffix,translations,is_incomparable,usage,nom_m,nom_m_tags,nom_f,nom_f_tags,nom_n,nom_n_tags,nom_pl,nom_pl_tags,gen_m,gen_m_tags,gen_f,gen_f_tags,gen_n,gen_n_tags,gen_pl,gen_pl_tags,dat_m,dat_m_tags,dat_f,dat_f_tags,dat_n,dat_n_tags,dat_pl,dat_pl_tags,acc_m,acc_m_tags,acc_f,acc_f_tags,acc_n,acc_n_tags,acc_pl,acc_pl_tags,inst_m,inst_m_tags,inst_f,inst_f_tags,inst_n,inst_n_tags,inst_pl,inst_pl_tags,prep_m,prep_m_tags,prep_f,prep_f_tags,prep_n,prep_n_tags,prep_pl,prep_pl_tags,short_m,short_m_tags,short_f,short_f_tags,short_n,short_n_tags,short_pl,short_pl_tags,comparative,comparative_tags,superlative,superlative_tags,irreg_decl,accent_chg,multi_vars
старший,ста'рший,ший,"elder, oldest, eldest, senior, chief, man in charge, elders",False,,ста'рший,,ста'ршая,,ста'ршее,,ста'ршие,,ста'ршего,,ста'ршей,,ста'ршего,,ста'рших,,ста'ршему,,ста'ршей,,ста'ршему,,ста'ршим,,ста'рший/ста'ршего,"#__m, ",ста'ршую,,ста'ршее,,ста'ршие/ста'рших,"#__m, ",ста'ршим,,ста'ршей/(ста'ршею),"#__m, ",ста'ршим,,ста'ршими,,ста'ршем,,ста'ршей,,ста'ршем,,ста'рших,,,,,,,,,,постарше,"#ia_, irreg_decl:0, accent_chg:0",,,comparative:0,comparative:0,"acc_m,acc_pl,inst_f"
старый,ста'рый,рый,"old, ancient",False,,ста'рый,,ста'рая,,ста'рое,,ста'рые,,ста'рого,,ста'рой,,ста'рого,,ста'рых,,ста'рому,,ста'рой,,ста'рому,,ста'рым,,ста'рый/ста'рого,"#__m, ",ста'рую,,ста'рое,,ста'рые/ста'рых,"#__m, ",ста'рым,,ста'рой/ста'рою,"#__m, ",ста'рым,,ста'рыми,,ста'ром,,ста'рой,,ста'ром,,ста'рых,,ста'р,,стара',"#_a_, accent_chg:0",ста'ро/старо',"#_am, accent_chg:1",ста'ры/стары',"#_am, accent_chg:1",ста'рше/старе'е,"#iam, irreg_decl:0, accent_chg:0",старе'йший/ста'рший,"#iam, irreg_decl:1, accent_chg:1","comparative:0,superlative:1","short_f:0,short_n:1,short_pl:1,comparative:0,superlative:1","acc_m,acc_pl,inst_f,short_n,short_pl,comparative,superlative"
столовый,столо'вый,вый,стол (adj),False,,столо'вый,,столо'вая,,столо'вое,,столо'вые,,столо'вого,,столо'вой,,столо'вого,,столо'вых,,столо'вому,,столо'вой,,столо'вому,,столо'вым,,столо'вый/столо'вого,"#__m, ",столо'вую,,столо'вое,,столо'вые/столо'вых,"#__m, ",столо'вым,,столо'вой/(столо'вою),"#__m, ",столо'вым,,столо'выми,,столо'вом,,столо'вой,,столо'вом,,столо'вых,,столо'в,,столо'ва,,столо'во,,столо'вы,,,,,,,,"acc_m,acc_pl,inst_f"
стоялый,стоя'лый,лый,"stale, stagnant",,,стоя'лый,,стоя'лая,,стоя'лое,,стоя'лые,,стоя'лого,,стоя'лой,,стоя'лого,,стоя'лых,,стоя'лому,,стоя'лой,,стоя'лому,,стоя'лым,,стоя'лый/стоя'лого,"#__m, ",стоя'лую,,стоя'лое,,стоя'лые/стоя'лых,"#__m, ",стоя'лым,,стоя'лой/стоя'лою,"#__m, ",стоя'лым,,стоя'лыми,,стоя'лом,,стоя'лой,,стоя'лом,,стоя'лых,,стоя'л,,стоя'ла,,стоя'ло,,стоя'лы,,,,,,,,"acc_m,acc_pl,inst_f"
странный,стра'нный,ный,"strange, queer, odd, funny, rum",False,,стра'нный,,стра'нная,,стра'нное,,стра'нные,,стра'нного,,стра'нной,,стра'нного,,стра'нных,,стра'нному,,стра'нной,,стра'нному,,стра'нным,,стра'нный/стра'нного,"#__m, ",стра'нную,,стра'нное,,стра'нные/стра'нных,"#__m, ",стра'нным,,стра'нной/(стра'нною),"#__m, ",стра'нным,,стра'нными,,стра'нном,,стра'нной,,стра'нном,,стра'нных,,стра'нен,"#i__, irreg_decl:0",странна',"#_a_, accent_chg:0",стра'нно,,стра'нны,,,,,,short_m:0,short_f:0,"acc_m,acc_pl,inst_f"
страшный,стра'шный,ный,"terrible, frightful, fearful, dreadful",False,,стра'шный,,стра'шная,,стра'шное,,стра'шные,,стра'шного,,стра'шной,,стра'шного,,стра'шных,,стра'шному,,стра'шной,,стра'шному,,стра'шным,,стра'шный/стра'шного,"#__m, ",стра'шную,,стра'шное,,стра'шные/стра'шных,"#__m, ",стра'шным,,стра'шной/(стра'шною),"#__m, ",стра'шным,,стра'шными,,стра'шном,,стра'шной,,стра'шном,,стра'шных,,стра'шен,"#i__, irreg_decl:0",страшна',"#_a_, accent_chg:0",стра'шно,,страшны'/стра'шны,"#_am, accent_chg:0",страшне'е,,страшне'йший,,short_m:0,"short_f:0,short_pl:0","acc_m,acc_pl,inst_f,short_pl"
стремящийся,стремя'щийся,щийся,aspiring,False,,стремя'щийся,,стремя'щаяся,,стремя'щееся,,стремя'щиеся,,стремя'щегося,,стремя'щейся,,стремя'щегося,,стремя'щихся,,стремя'щемуся,,стремя'щейся,,стремя'щемуся,,стремя'щимся,,стремя'щегося/стремя'щийся,"#__m, ",стремя'щуюся,,стремя'щееся,,стремя'щихся/стремя'щиеся,"#__m, ",стремя'щимся,,стремя'щейся/стремя'щеюся,"#__m, ",стремя'щимся,,стремя'щимися,,стремя'щемся,,стремя'щейся,,стремя'щемся,,стремя'щихся,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
стыдный,сты'дный,ный,shameful,False,,сты'дный,,сты'дная,,сты'дное,,сты'дные,,сты'дного,,сты'дной,,сты'дного,,сты'дных,,сты'дному,,сты'дной,,сты'дному,,сты'дным,,сты'дный/сты'дного,"#__m, ",сты'дную,,сты'дное,,сты'дные/сты'дных,"#__m, ",сты'дным,,сты'дной/(сты'дною),"#__m, ",сты'дным,,сты'дными,,сты'дном,,сты'дной,,сты'дном,,сты'дных,,сты'ден,"#i__, irreg_decl:0",стыдна',"#_a_, accent_chg:0",сты'дно,,сты'дны,,,,,,short_m:0,short_f:0,"acc_m,acc_pl,inst_f"
существующий,существу'ющий,щий,existing,False,,существу'ющий,,существу'ющая,,существу'ющее,,существу'ющие,,существу'ющего,,существу'ющей,,существу'ющего,,существу'ющих,,существу'ющему,,существу'ющей,,существу'ющему,,существу'ющим,,существу'ющий/существу'ющего,"#__m, ",существу'ющую,,существу'ющее,,существу'ющие/существу'ющих,"#__m, ",существу'ющим,,существу'ющей/(существу'ющею),"#__m, ",существу'ющим,,существу'ющими,,существу'ющем,,существу'ющей,,существу'ющем,,существу'ющих,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
сформированный,сформиро'ванный,ный,something which was being done (сформирова́ть); formed,False,,сформиро'ванный,,сформиро'ванная,,сформиро'ванное,,сформиро'ванные,,сформиро'ванного,,сформиро'ванной,,сформиро'ванного,,сформиро'ванных,,сформиро'ванному,,сформиро'ванной,,сформиро'ванному,,сформиро'ванным,,сформиро'ванного/сформиро'ванный,"#__m, ",сформиро'ванную,,сформиро'ванное,,сформиро'ванных/сформиро'ванные,"#__m, ",сформиро'ванным,,сформиро'ванной/сформиро'ванною,"#__m, ",сформиро'ванным,,сформиро'ванными,,сформиро'ванном,,сформиро'ванной,,сформиро'ванном,,сформиро'ванных,,сформирован,"#ia_, irreg_decl:0, accent_chg:0",сформирована,"#ia_, irreg_decl:0, accent_chg:0",сформировано,"#ia_, irreg_decl:0, accent_chg:0",сформированы,"#ia_, irreg_decl:0, accent_chg:0",,,,,"short_m:0,short_f:0,short_n:0,short_pl:0","short_m:0,short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
сырой,сыро'й,рой,"uncooked, raw; damp; crude",False,,сыро'й,,сыра'я,,сыро'е,,сыры'е,,сыро'го,,сыро'й,,сыро'го,,сыры'х,,сыро'му,,сыро'й,,сыро'му,,сыры'м,,сыро'й/сыро'го,"#__m, ",сыру'ю,,сыро'е,,сыры'е/сыры'х,"#__m, ",сыры'м,,сыро'й/(сыро'ю),"#__m, ",сыры'м,,сыры'ми,,сыро'м,,сыро'й,,сыро'м,,сыры'х,,сы'р,"#_a_, accent_chg:0",сыра',,сы'ро,"#_a_, accent_chg:0",сы'ры,"#_a_, accent_chg:0",сыре'е,,сыре'йший,,,"short_m:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
такой,тако'й,кой,"such, so, that sort of; be like this, as, be",False,,тако'й,,така'я,,тако'е,,таки'е,,тако'го,,тако'й,,тако'го,,таки'х,,тако'му,,тако'й,,тако'му,,таки'м,,тако'й/тако'го,"#__m, ",таку'ю,,тако'е,,таки'е/таки'х,"#__m, ",таки'м,,тако'й/тако'ю,"#__m, ",таки'м,,таки'ми,,тако'м,,тако'й,,тако'м,,таки'х,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
талантливый,тала'нтливый,вый,"talented, gifted, clever",False,,тала'нтливый,,тала'нтливая,,тала'нтливое,,тала'нтливые,,тала'нтливого,,тала'нтливой,,тала'нтливого,,тала'нтливых,,тала'нтливому,,тала'нтливой,,тала'нтливому,,тала'нтливым,,тала'нтливый/тала'нтливого,"#__m, ",тала'нтливую,,тала'нтливое,,тала'нтливые/тала'нтливых,"#__m, ",тала'нтливым,,тала'нтливой/(тала'нтливою),"#__m, ",тала'нтливым,,тала'нтливыми,,тала'нтливом,,тала'нтливой,,тала'нтливом,,тала'нтливых,,тала'нтлив,,тала'нтлива,,тала'нтливо,,тала'нтливы,,тала'нтливее/тала'нтливей,"#__m, ",тала'нтливейший,,,,"acc_m,acc_pl,inst_f,comparative"
танковый,та'нковый,вый,"tank, armoured",,,та'нковый,,та'нковая,,та'нковое,,та'нковые,,та'нкового,,та'нковой,,та'нкового,,та'нковых,,та'нковому,,та'нковой,,та'нковому,,та'нковым,,та'нковый/та'нкового,"#__m, ",та'нковую,,та'нковое,,та'нковые/та'нковых,"#__m, ",та'нковым,,та'нковой/та'нковою,"#__m, ",та'нковым,,та'нковыми,,та'нковом,,та'нковой,,та'нковом,,та'нковых,,та'нков,,та'нкова,,та'нково,,та'нковы,,,,,,,,"acc_m,acc_pl,inst_f"
танцуемый,танцу'емый,мый,,,,танцу'емый,,танцу'емая,,танцу'емое,,танцу'емые,,танцу'емого,,танцу'емой,,танцу'емого,,танцу'емых,,танцу'емому,,танцу'емой,,танцу'емому,,танцу'емым,,танцу'емого/танцу'емый,"#__m, ",танцу'емую,,танцу'емое,,танцу'емых/танцу'емые,"#__m, ",танцу'емым,,танцу'емой/танцу'емою,"#__m, ",танцу'емым,,танцу'емыми,,танцу'емом,,танцу'емой,,танцу'емом,,танцу'емых,,танцу'ем,,танцу'ема,,танцу'емо,,танцу'емы,,,,,,,,"acc_m,acc_pl,inst_f"
твой,тво'й,вой,"your, yours, thy, thine, your people",,,тво'й,,твоя',"#ia_, irreg_decl:0, accent_chg:0",твоё',"#ia_, irreg_decl:0, accent_chg:0",твои',"#ia_, irreg_decl:0, accent_chg:0",твоего',"#ia_, irreg_decl:0, accent_chg:0",твое'й,"#ia_, irreg_decl:0, accent_chg:0",твоего',"#ia_, irreg_decl:0, accent_chg:0",твои'х,"#ia_, irreg_decl:0, accent_chg:0",твоему',"#ia_, irreg_decl:0, accent_chg:0",твое'й,"#ia_, irreg_decl:0, accent_chg:0",твоему',"#ia_, irreg_decl:0, accent_chg:0",твои'м,"#ia_, irreg_decl:0, accent_chg:0",тво'й/твоего',"#iam, irreg_decl:1, accent_chg:1",твою',"#ia_, irreg_decl:0, accent_chg:0",твоё',"#ia_, irreg_decl:0, accent_chg:0",твои'/твои'х,"#iam, irreg_decl:0:1, accent_chg:0:1",твои'м,"#ia_, irreg_decl:0, accent_chg:0",твое'й/твое'ю,"#iam, irreg_decl:0:1, accent_chg:0:1",твои'м,"#ia_, irreg_decl:0, accent_chg:0",твои'ми,"#ia_, irreg_decl:0, accent_chg:0",твоё'м,"#ia_, irreg_decl:0, accent_chg:0",твое'й,"#ia_, irreg_decl:0, accent_chg:0",твоё'м,"#ia_, irreg_decl:0, accent_chg:0",твои'х,"#ia_, irreg_decl:0, accent_chg:0",,,,,,,,,,,,,"nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_f:0:1,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0","nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_f:0:1,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0","acc_m,acc_pl,inst_f"
текстовой,текстово'й,вой,"text, textual",True,,текстово'й,,текстова'я,,текстово'е,,текстовы'е,,текстово'го,,текстово'й,,текстово'го,,текстовы'х,,текстово'му,,текстово'й,,текстово'му,,текстовы'м,,текстово'й,,текстову'ю,,текстово'е,,текстовы'е,,текстовы'м,,текстово'й,,текстовы'м,,текстовы'ми,,текстово'м,,текстово'й,,текстово'м,,текстовы'х,,,,,,,,,,,,,,,,
текстовый,те'кстовый,вый,text,False,,те'кстовый,,те'кстовая,,те'кстовое,,те'кстовые,,те'кстового,,те'кстовой,,те'кстового,,те'кстовых,,те'кстовому,,те'кстовой,,те'кстовому,,те'кстовым,,те'кстовый/те'кстового,"#__m, ",те'кстовую,,те'кстовое,,те'кстовые/те'кстовых,"#__m, ",те'кстовым,,те'кстовой/(те'кстовою),"#__m, ",те'кстовым,,те'кстовыми,,те'кстовом,,те'кстовой,,те'кстовом,,те'кстовых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
тематический,темати'ческий,кий,thematic,False,,темати'ческий,,темати'ческая,,темати'ческое,,темати'ческие,,темати'ческого,,темати'ческой,,темати'ческого,,темати'ческих,,темати'ческому,,темати'ческой,,темати'ческому,,темати'ческим,,темати'ческий/темати'ческого,"#__m, ",темати'ческую,,темати'ческое,,темати'ческие/темати'ческих,"#__m, ",темати'ческим,,темати'ческой/темати'ческою,"#__m, ",темати'ческим,,темати'ческими,,темати'ческом,,темати'ческой,,темати'ческом,,темати'ческих,,темати'ческ,,темати'ческа,,темати'ческо,,темати'чески,,,,,,,,"acc_m,acc_pl,inst_f"
тихий,ти'хий,хий,"quiet, low, silent, still, soft; peaceful, unhurried, calm; Pacific",False,,ти'хий,,ти'хая,,ти'хое,,ти'хие,,ти'хого,,ти'хой,,ти'хого,,ти'хих,,ти'хому,,ти'хой,,ти'хому,,ти'хим,,ти'хий/ти'хого,"#__m, ",ти'хую,,ти'хое,,ти'хие/ти'хих,"#__m, ",ти'хим,,ти'хой/(ти'хою),"#__m, ",ти'хим,,ти'хими,,ти'хом,,ти'хой,,ти'хом,,ти'хих,,ти'х,,тиха',"#_a_, accent_chg:0",ти'хо,,ти'хи/тихи',"#_am, accent_chg:1",ти'ше,,тиша'йший,,,"short_f:0,short_pl:1","acc_m,acc_pl,inst_f,short_pl"
толстый,то'лстый,тый,"thick, fat",False,,то'лстый,,то'лстая,,то'лстое,,то'лстые,,то'лстого,,то'лстой,,то'лстого,,то'лстых,,то'лстому,,то'лстой,,то'лстому,,то'лстым,,то'лстый/то'лстого,"#__m, ",то'лстую,,то'лстое,,то'лстые/то'лстых,"#__m, ",то'лстым,,то'лстой/(то'лстою),"#__m, ",то'лстым,,то'лстыми,,то'лстом,,то'лстой,,то'лстом,,то'лстых,,то'лст,,толста',"#_a_, accent_chg:0",то'лсто,,то'лсты,,то'лще,,толсте'йший,,,short_f:0,"acc_m,acc_pl,inst_f"
тот,то'т,тот,"that, that one, those, the other",False,"1) с тем: in addition to that\n2) то, что: for, by, of, on, to... + V-ing. For example за то, что разби́л = for breaking\n3) то, как how\n4) то, где: where\n5) то, когда: when\n6) с тем, какую: which\n7) одной и той: the same\n8) То st, то st: Sometimes thing(s)..., sometimes another thing (s)... => For example То тепло, то очень холодно: Sometimes it's warm, sometimes it's freezing\n9) Перед тем: before\n10) всё те же: All the same\n11) а то: or",то'т,"#i__, irreg_decl:0",та',"#i__, irreg_decl:0",то',"#i__, irreg_decl:0",те',"#i__, irreg_decl:0",того',"#_a_, accent_chg:0",то'й,,того',"#_a_, accent_chg:0",те'х,"#i__, irreg_decl:0",тому',"#_a_, accent_chg:0",то'й,,тому',"#_a_, accent_chg:0",те'м,"#i__, irreg_decl:0",то'т/того',"#iam, irreg_decl:0:1, accent_chg:1",ту',"#i__, irreg_decl:0",то',"#i__, irreg_decl:0",те'/те'х,"#i_m, irreg_decl:0:1",те'м,"#i__, irreg_decl:0",то'й/то'ю,"#__m, ",те'м,"#i__, irreg_decl:0",те'ми,"#i__, irreg_decl:0",то'м,,то'й,,то'м,,те'х,"#i__, irreg_decl:0",,,,,,,,,,,,,"nom_m:0,nom_f:0,nom_n:0,nom_pl:0,gen_pl:0,dat_pl:0,acc_m:0:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_n:0,inst_pl:0,prep_pl:0","gen_m:0,gen_n:0,dat_m:0,dat_n:0,acc_m:1","acc_m,acc_pl,inst_f"
точный,то'чный,ный,"exact, precise, accurate, punctual",False,,то'чный,,то'чная,,то'чное,,то'чные,,то'чного,,то'чной,,то'чного,,то'чных,,то'чному,,то'чной,,то'чному,,то'чным,,то'чный/то'чного,"#__m, ",то'чную,,то'чное,,то'чные/то'чных,"#__m, ",то'чным,,то'чной/то'чною,"#__m, ",то'чным,,то'чными,,то'чном,,то'чной,,то'чном,,то'чных,,то'чен,"#i__, irreg_decl:0",точна',"#_a_, accent_chg:0",то'чно,,то'чны/точны',"#_am, accent_chg:1",точне'е/то'чней,"#_am, accent_chg:1",точне'йший,,short_m:0,"short_f:0,short_pl:1,comparative:1","acc_m,acc_pl,inst_f,short_pl,comparative"
третий,тре'тий,тий,third; third course (time),False,,тре'тий,,тре'тья,"#i__, irreg_decl:0",тре'тье,"#i__, irreg_decl:0",тре'тьи,"#i__, irreg_decl:0",тре'тьего,"#i__, irreg_decl:0",тре'тьей,"#i__, irreg_decl:0",тре'тьего,"#i__, irreg_decl:0",тре'тьих,"#i__, irreg_decl:0",тре'тьему,"#i__, irreg_decl:0",тре'тьей,"#i__, irreg_decl:0",тре'тьему,"#i__, irreg_decl:0",тре'тьим,"#i__, irreg_decl:0",тре'тий/тре'тьего,"#i_m, irreg_decl:1",тре'тью,"#i__, irreg_decl:0",тре'тье,"#i__, irreg_decl:0",тре'тьи/тре'тьих,"#i_m, irreg_decl:0:1",тре'тьим,"#i__, irreg_decl:0",тре'тьей/тре'тьею,"#i_m, irreg_decl:0:1",тре'тьим,"#i__, irreg_decl:0",тре'тьими,"#i__, irreg_decl:0",тре'тьем,"#i__, irreg_decl:0",тре'тьей,"#i__, irreg_decl:0",тре'тьем,"#i__, irreg_decl:0",тре'тьих,"#i__, irreg_decl:0",,,,,,,,,,,,,"nom_f:0,nom_n:0,nom_pl:0,gen_m:0,gen_f:0,gen_n:0,gen_pl:0,dat_m:0,dat_f:0,dat_n:0,dat_pl:0,acc_m:1,acc_f:0,acc_n:0,acc_pl:0:1,inst_m:0,inst_f:0:1,inst_n:0,inst_pl:0,prep_m:0,prep_f:0,prep_n:0,prep_pl:0",,"acc_m,acc_pl,inst_f"
тринадцатый,трина'дцатый,тый,thirteenth,,,трина'дцатый,,трина'дцатая,,трина'дцатое,,трина'дцатые,,трина'дцатого,,трина'дцатой,,трина'дцатого,,трина'дцатых,,трина'дцатому,,трина'дцатой,,трина'дцатому,,трина'дцатым,,трина'дцатый/трина'дцатого,"#__m, ",трина'дцатую,,трина'дцатое,,трина'дцатые/трина'дцатых,"#__m, ",трина'дцатым,,трина'дцатой/трина'дцатою,"#__m, ",трина'дцатым,,трина'дцатыми,,трина'дцатом,,трина'дцатой,,трина'дцатом,,трина'дцатых,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
тропический,тропи'ческий,кий,tropical,,,тропи'ческий,,тропи'ческая,,тропи'ческое,,тропи'ческие,,тропи'ческого,,тропи'ческой,,тропи'ческого,,тропи'ческих,,тропи'ческому,,тропи'ческой,,тропи'ческому,,тропи'ческим,,тропи'ческий/тропи'ческого,"#__m, ",тропи'ческую,,тропи'ческое,,тропи'ческие/тропи'ческих,"#__m, ",тропи'ческим,,тропи'ческой/(тропи'ческою),"#__m, ",тропи'ческим,,тропи'ческими,,тропи'ческом,,тропи'ческой,,тропи'ческом,,тропи'ческих,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
трудный,тру'дный,ный,difficult; tough,False,,тру'дный,,тру'дная,,тру'дное,,тру'дные,,тру'дного,,тру'дной,,тру'дного,,тру'дных,,тру'дному,,тру'дной,,тру'дному,,тру'дным,,тру'дный/тру'дного,"#__m, ",тру'дную,,тру'дное,,тру'дные/тру'дных,"#__m, ",тру'дным,,тру'дной/(тру'дною),"#__m, ",тру'дным,,тру'дными,,тру'дном,,тру'дной,,тру'дном,,тру'дных,,тру'ден,"#i__, irreg_decl:0",трудна',"#_a_, accent_chg:0",тру'дно,,тру'дны/трудны',"#_am, accent_chg:1",трудне'е,,трудне'йший,,short_m:0,"short_f:0,short_pl:1","acc_m,acc_pl,inst_f,short_pl"
туманный,тума'нный,ный,"misty, foggy, fog, hazy, obscure, vague, lacklustre, lustreless",False,,тума'нный,,тума'нная,,тума'нное,,тума'нные,,тума'нного,,тума'нной,,тума'нного,,тума'нных,,тума'нному,,тума'нной,,тума'нному,,тума'нным,,тума'нный/тума'нного,"#__m, ",тума'нную,,тума'нное,,тума'нные/тума'нных,"#__m, ",тума'нным,,тума'нной/тума'нною,"#__m, ",тума'нным,,тума'нными,,тума'нном,,тума'нной,,тума'нном,,тума'нных,,тума'нен,"#i__, irreg_decl:0",тума'нна,,тума'нно,,тума'нны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
турецкий,туре'цкий,кий,Turkish (adj),False,,туре'цкий,,туре'цкая,,туре'цкое,,туре'цкие,,туре'цкого,,туре'цкой,,туре'цкого,,туре'цких,,туре'цкому,,туре'цкой,,туре'цкому,,туре'цким,,туре'цкий/туре'цкого,"#__m, ",туре'цкую,,туре'цкое,,туре'цкие/туре'цких,"#__m, ",туре'цким,,туре'цкой/туре'цкою,"#__m, ",туре'цким,,туре'цкими,,туре'цком,,туре'цкой,,туре'цком,,туре'цких,,туре'цк,,туре'цка,,туре'цко,,туре'цки,,,,,,,,"acc_m,acc_pl,inst_f"
тяжёлый,тяжё'лый,лый,"heavy; difficult, hard, tough",False,,тяжё'лый,,тяжё'лая,,тяжё'лое,,тяжё'лые,,тяжё'лого,,тяжё'лой,,тяжё'лого,,тяжё'лых,,тяжё'лому,,тяжё'лой,,тяжё'лому,,тяжё'лым,,тяжё'лый/тяжё'лого,"#__m, ",тяжё'лую,,тяжё'лое,,тяжё'лые/тяжё'лых,"#__m, ",тяжё'лым,,тяжё'лой/(тяжё'лою),"#__m, ",тяжё'лым,,тяжё'лыми,,тяжё'лом,,тяжё'лой,,тяжё'лом,,тяжё'лых,,тяжё'л,,тяжела',"#ia_, irreg_decl:0, accent_chg:0",тяжело',"#ia_, irreg_decl:0, accent_chg:0",тяжелы',"#ia_, irreg_decl:0, accent_chg:0",тяжеле'е,"#ia_, irreg_decl:0, accent_chg:0",тяжеле'йший,"#ia_, irreg_decl:0, accent_chg:0","short_f:0,short_n:0,short_pl:0,comparative:0,superlative:0","short_f:0,short_n:0,short_pl:0,comparative:0,superlative:0","acc_m,acc_pl,inst_f"
тёмный,тё'мный,ный,dark,False,,тё'мный,,тё'мная,,тё'мное,,тё'мные,,тё'много,,тё'мной,,тё'много,,тё'мных,,тё'мному,,тё'мной,,тё'мному,,тё'мным,,тё'мный/тё'много,"#__m, ",тё'мную,,тё'мное,,тё'мные/тё'мных,"#__m, ",тё'мным,,тё'мной/(тё'мною),"#__m, ",тё'мным,,тё'мными,,тё'мном,,тё'мной,,тё'мном,,тё'мных,,тё'мен,"#i__, irreg_decl:0",темна',"#ia_, irreg_decl:0, accent_chg:0",темно',"#ia_, irreg_decl:0, accent_chg:0",темны',"#ia_, irreg_decl:0, accent_chg:0",темне'е,"#i__, irreg_decl:0",темне'йший,"#i__, irreg_decl:0","short_m:0,short_f:0,short_n:0,short_pl:0,comparative:0,superlative:0","short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
тёплый,тё'плый,лый,"warm, mild, cordial, kindly, affectionate",False,,тё'плый,,тё'плая,,тё'плое,,тё'плые,,тё'плого,,тё'плой,,тё'плого,,тё'плых,,тё'плому,,тё'плой,,тё'плому,,тё'плым,,тё'плого/тё'плый,"#__m, ",тё'плую,,тё'плое,,тё'плых/тё'плые,"#__m, ",тё'плым,,тё'плой/тё'плою,"#__m, ",тё'плым,,тё'плыми,,тё'плом,,тё'плой,,тё'плом,,тё'плых,,тё'пел,"#i__, irreg_decl:0",тепла',"#ia_, irreg_decl:0, accent_chg:0",тепло',"#ia_, irreg_decl:0, accent_chg:0",теплы',"#ia_, irreg_decl:0, accent_chg:0",тепле'е,"#i__, irreg_decl:0",тепле'йший,"#i__, irreg_decl:0","short_m:0,short_f:0,short_n:0,short_pl:0,comparative:0,superlative:0","short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
уверенный,уве'ренный,ный,"assured, sure, confident, positive, certain",False,,уве'ренный,,уве'ренная,,уве'ренное,,уве'ренные,,уве'ренного,,уве'ренной,,уве'ренного,,уве'ренных,,уве'ренному,,уве'ренной,,уве'ренному,,уве'ренным,,уве'ренный/уве'ренного,"#__m, ",уве'ренную,,уве'ренное,,уве'ренные/уве'ренных,"#__m, ",уве'ренным,,уве'ренной/(уве'ренною),"#__m, ",уве'ренным,,уве'ренными,,уве'ренном,,уве'ренной,,уве'ренном,,уве'ренных,,уве'рен,"#i__, irreg_decl:0",уве'рена,"#i__, irreg_decl:0",уве'рено,"#i__, irreg_decl:0",уве'рены,"#i__, irreg_decl:0",уве'реннее,,,,"short_m:0,short_f:0,short_n:0,short_pl:0",,"acc_m,acc_pl,inst_f"
увлекательный,увлека'тельный,ный,fascinating; captivating,False,,увлека'тельный,,увлека'тельная,,увлека'тельное,,увлека'тельные,,увлека'тельного,,увлека'тельной,,увлека'тельного,,увлека'тельных,,увлека'тельному,,увлека'тельной,,увлека'тельному,,увлека'тельным,,увлека'тельный/увлека'тельного,"#__m, ",увлека'тельную,,увлека'тельное,,увлека'тельные/увлека'тельных,"#__m, ",увлека'тельным,,увлека'тельной/(увлека'тельною),"#__m, ",увлека'тельным,,увлека'тельными,,увлека'тельном,,увлека'тельной,,увлека'тельном,,увлека'тельных,,увлека'телен,"#i__, irreg_decl:0",увлека'тельна,,увлека'тельно,,увлека'тельны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
удобный,удо'бный,ный,"comfortable, handy, cosy; convenient, opportune",False,,удо'бный,,удо'бная,,удо'бное,,удо'бные,,удо'бного,,удо'бной,,удо'бного,,удо'бных,,удо'бному,,удо'бной,,удо'бному,,удо'бным,,удо'бный/удо'бного,"#__m, ",удо'бную,,удо'бное,,удо'бные/удо'бных,"#__m, ",удо'бным,,удо'бной/(удо'бною),"#__m, ",удо'бным,,удо'бными,,удо'бном,,удо'бной,,удо'бном,,удо'бных,,удо'бен,"#i__, irreg_decl:0",удо'бна,,удо'бно,,удо'бны,,удо'бнее,,удо'бнейший,,short_m:0,,"acc_m,acc_pl,inst_f"
