bare_form,accented_form,last_letter,gender,translations,is_animate,is_indeclinable,is_sg_only,is_pl_only,partner,usage,nom_sg,nom_sg_tags,nom_pl,nom_pl_tags,gen_sg,gen_sg_tags,gen_pl,gen_pl_tags,dat_sg,dat_sg_tags,dat_pl,dat_pl_tags,acc_sg,acc_sg_tags,acc_pl,acc_pl_tags,inst_sg,inst_sg_tags,inst_pl,inst_pl_tags,prep_sg,prep_sg_tags,prep_pl,prep_pl_tags,irreg_decl,Irreg_decl,accent_chg,multi_vars
мнение,мне'ние,е,n,opinion,False,False,False,False,,по мне́нию: according to + genitive,мне'ние,,мне'ния,,мне'ния,,мне'ний,,мне'нию,,мне'ниям,,мне'ние,,мне'ния,,мне'нием,,мне'ниями,,мне'нии,,мне'ниях,,,,,
молекула,моле'кула,а,f,molecule,False,False,False,False,,,моле'кула,,моле'кулы,,моле'кулы,,моле'кул,,моле'куле,,моле'кулам,,моле'кулу,,моле'кулы,,моле'кулой/моле'кулою,"#___m, ",моле'кулами,,моле'куле,,моле'кулах,,,,,inst_sg
молодец,молоде'ц,ц,m,"Well done, good job; fine fellow, fine girl",True,False,False,False,,,молоде'ц,,молодцы',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодца',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодцо'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодцу',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодца'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодца',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодцо'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодцо'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодца'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодце',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",молодца'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
молодые,молодые,е,,"the newly-married couple, newly-weds",True,False,False,True,,,,,молоды'е,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,молоды'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,молоды'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,молоды'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,молоды'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,молоды'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
молоко,молоко',о,n,milk,False,False,True,False,,,молоко',,,,молока',,,,молоку',,,,молоко',,,,молоко'м,,,,молоке',,,,,,,
монитор,монито'р,р,m,monitor,False,False,False,False,,,монито'р,,монито'ры,,монито'ра,,монито'ров,,монито'ру,,монито'рам,,монито'р,,монито'ры,,монито'ром,,монито'рами,,монито'ре,,монито'рах,,,,,
море,мо'ре,е,n,"sea, ocean",False,False,False,False,,,мо'ре,,моря',"#__a_, accent_chg:0",мо'ря,,море'й,"#__a_, accent_chg:0",мо'рю,,моря'м,"#__a_, accent_chg:0",мо'ре,,моря',"#__a_, accent_chg:0",мо'рем,,моря'ми,"#__a_, accent_chg:0",мо'ре,,моря'х,"#__a_, accent_chg:0",,,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
мороженое,моро'женое,е,n,ice-cream,False,False,False,False,,,моро'женое,,моро'женые,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женого,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женых,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женому,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женым,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женое,,моро'женые,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женым,"#iI__, irreg_decl:0, Irreg_decl:0",моро'жеными,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женом,"#iI__, irreg_decl:0, Irreg_decl:0",моро'женых,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
мост,мо'ст,т,m,bridge,False,False,False,False,,,мо'ст,,мосты',"#__a_, accent_chg:0",моста',"#__a_, accent_chg:0",мосто'в,"#__a_, accent_chg:0",мосту',"#__a_, accent_chg:0",моста'м,"#__a_, accent_chg:0",мо'ст,,мосты',"#__a_, accent_chg:0",мосто'м,"#__a_, accent_chg:0",моста'ми,"#__a_, accent_chg:0",мосту'/мо'сте,"#i_am, irreg_decl:0, accent_chg:0",моста'х,"#__a_, accent_chg:0",prep_sg:0,,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",prep_sg
мотор,мото'р,р,m,"motor, engine",False,False,False,False,,,мото'р,,мото'ры,,мото'ра,,мото'ров,,мото'ру,,мото'рам,,мото'р,,мото'ры,,мото'ром,,мото'рами,,мото'ре,,мото'рах,,,,,
мотоцикл,мотоци'кл,л,m,"motor cycle, motor bike",False,False,False,False,,,мотоци'кл,,мотоци'клы,,мотоци'кла,,мотоци'клов,,мотоци'клу,,мотоци'клам,,мотоци'кл,,мотоци'клы,,мотоци'клом,,мотоци'клами,,мотоци'кле,,мотоци'клах,,,,,
мошенник,моше'нник,к,m,"swindler, fraudster, сrоок",True,False,False,False,моше́нница,,моше'нник,,моше'нники,,моше'нника,,моше'нников,,моше'ннику,,моше'нникам,,моше'нника,,моше'нников,,моше'нником,,моше'нниками,,моше'ннике,,моше'нниках,,,,,
мощность,мо'щность,ь,f,"power; capacity ( khả năng, năng xuất)",False,False,False,False,,работать на полную мощность: làm việc hết năng xuất\nEx: Заво́д рабо́тает на по́лной мо́щности.\n       (The factory is running at full capacity.),мо'щность,,мо'щности,,мо'щности,,мо'щностей,,мо'щности,,мо'щностям,,мо'щность,,мо'щности,,мо'щностью,,мо'щностями,,мо'щности,,мо'щностях,,,,,
муж,му'ж,ж,m,"husband, man",True,False,False,False,жена,,му'ж,,мужья',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",му'жа,,муже'й,"#__a_, accent_chg:0",му'жу,,мужья'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",му'жа,,муже'й,"#__a_, accent_chg:0",му'жем,,мужья'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",му'же,,мужья'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,dat_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,dat_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
мужчина,мужчи'на,а,m,man,True,False,False,False,,,мужчи'на,,мужчи'ны,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'ны,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'н,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'не,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'нам,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'ну,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'н,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'ной/мужчи'ною,"#iI_m, irreg_decl:0:1, Irreg_decl:0:1",мужчи'нами,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'не,"#iI__, irreg_decl:0, Irreg_decl:0",мужчи'нах,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0:1,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0:1,inst_pl:0,prep_sg:0,prep_pl:0",,inst_sg
музей,музе'й,й,m,museum,False,False,False,False,,,музе'й,,музе'и,,музе'я,,музе'ев,,музе'ю,,музе'ям,,музе'й,,музе'и,,музе'ем,,музе'ями,,музе'е,,музе'ях,,,,,
музыка,му'зыка,а,f,music,False,False,False,False,,,му'зыка,,му'зыки,,му'зыки,,му'зык,,му'зыке,,му'зыкам,,му'зыку,,му'зыки,,му'зыкой/му'зыкою,"#___m, ",му'зыками,,му'зыке,,му'зыках,,,,,inst_sg
музыкант,музыка'нт,т,m,musician,True,False,False,False,,,музыка'нт,,музыка'нты,,музыка'нта,,музыка'нтов,,музыка'нту,,музыка'нтам,,музыка'нта,,музыка'нтов,,музыка'нтом,,музыка'нтами,,музыка'нте,,музыка'нтах,,,,,
мультфильм,мультфи'льм,м,m,cartoon,False,False,False,False,,,мультфи'льм,,мультфи'льмы,,мультфи'льма,,мультфи'льмов,,мультфи'льму,,мультфи'льмам,,мультфи'льм,,мультфи'льмы,,мультфи'льмом,,мультфи'льмами,,мультфи'льме,,мультфи'льмах,,,,,
муха,му'ха,а,f,fly (insect),True,False,False,False,,,му'ха,,му'хи,,му'хи,,му'х,,му'хе,,му'хам,,му'ху,,му'х,,му'хой/му'хою,"#___m, ",му'хами,,му'хе,,му'хах,,,,,inst_sg
мыло,мы'ло,о,n,"soap, foam, lather",False,False,False,False,,,мы'ло,,мы'ла,,мы'ла,,мы'л,,мы'лу,,мы'лам,,мы'ло,,мы'ла,,мы'лом,,мы'лами,,мы'ле,,мы'лах,,,,,
мышей,мыше'й,й,m,"bristle grass / foxtail,",False,False,False,False,,,мыше'й,,мыше'и,,мыше'я,,мыше'ев,,мыше'ю,,мыше'ям,,мыше'й,,мыше'и,,мыше'ем,,мыше'ями,,мыше'е,,мыше'ях,,,,,
мышь,мы'шь,ь,f,mouse,True,False,False,False,,,мы'шь,,мы'ши,,мы'ши,,мыше'й,"#__a_, accent_chg:0",мы'ши,,мыша'м,"#__a_, accent_chg:0",мы'шь,,мыше'й,"#__a_, accent_chg:0",мы'шью,,мыша'ми,"#__a_, accent_chg:0",мы'ши,,мыша'х,"#__a_, accent_chg:0",,,"gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
мясо,мя'со,о,n,meat; flesh,False,False,False,False,,,мя'со,,мя'са,,мя'са,,мя'с,,мя'су,,мя'сам,,мя'со,,мя'са,,мя'сом,,мя'сами,,мя'се,,мя'сах,,,,,
мяч,мя'ч,ч,m,ball,False,False,False,False,,,мя'ч,,мячи',"#__a_, accent_chg:0",мяча',"#__a_, accent_chg:0",мяче'й,"#__a_, accent_chg:0",мячу',"#__a_, accent_chg:0",мяча'м,"#__a_, accent_chg:0",мя'ч,,мячи',"#__a_, accent_chg:0",мячо'м,"#__a_, accent_chg:0",мяча'ми,"#__a_, accent_chg:0",мяче',"#__a_, accent_chg:0",мяча'х,"#__a_, accent_chg:0",,,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
навык,на'вык,к,m,skill,False,False,False,False,,,на'вык,,на'выки,,на'выка,,на'выков,,на'выку,,на'выкам,,на'вык,,на'выки,,на'выком,,на'выками,,на'выке,,на'выках,,,,,
нагрузка,нагру'зка,а,f,"load, loading",False,False,False,False,,,нагру'зка,,нагру'зки,,нагру'зки,,нагру'зок,"#iI__, irreg_decl:0, Irreg_decl:0",нагру'зке,,нагру'зкам,,нагру'зку,,нагру'зки,,нагру'зкой/нагру'зкою,"#___m, ",нагру'зками,,нагру'зке,,нагру'зках,,gen_pl:0,gen_pl:0,,inst_sg
надел,наде'л,л,m,"allotment, share; plot of land,",False,False,False,False,,,наде'л,,наде'лы,,наде'ла,,наде'лов,,наде'лу,,наде'лам,,наде'л,,наде'лы,,наде'лом,,наде'лами,,наде'ле,,наде'лах,,,,,
название,назва'ние,е,n,"name, title, designation.",False,False,False,False,,"Назва́ние is used for things, и́мя for people.",назва'ние,,назва'ния,,назва'ния,,назва'ний,,назва'нию,,назва'ниям,,назва'ние,,назва'ния,,назва'нием,,назва'ниями,,назва'нии,,назва'ниях,,,,,
написание,написа'ние,е,n,writing; spelling,False,False,False,False,,,написа'ние,,написа'ния,,написа'ния,,написа'ний,,написа'нию,,написа'ниям,,написа'ние,,написа'ния,,написа'нием,,написа'ниями,,написа'нии,,написа'ниях,,,,,
направление,направле'ние,е,n,direction,False,False,False,False,,в направле́нии: in the direction of + genitive,направле'ние,,направле'ния,,направле'ния,,направле'ний,,направле'нию,,направле'ниям,,направле'ние,,направле'ния,,направле'нием,,направле'ниями,,направле'нии,,направле'ниях,,,,,
народ,наро'д,д,m,people,False,False,False,False,,,наро'д,,наро'ды,,наро'да,,наро'дов,,наро'ду,,наро'дам,,наро'д,,наро'ды,,наро'дом,,наро'дами,,наро'де,,наро'дах,,,,,
нарушение,наруше'ние,е,n,breach; violation,False,False,False,False,,,наруше'ние,,наруше'ния,,наруше'ния,,наруше'ний,,наруше'нию,,наруше'ниям,,наруше'ние,,наруше'ния,,наруше'нием,,наруше'ниями,,наруше'нии,,наруше'ниях,,,,,
население,населе'ние,е,n,"population, inhabitants, peopling, setting",False,False,True,False,,,населе'ние,,,,населе'ния,,,,населе'нию,,,,населе'ние,,,,населе'нием,,,,населе'нии,,,,,,,
наследие,насле'дие,е,n,heritage; legacy; inheritance,False,False,False,False,,(bookish) same as наследство,насле'дие,,насле'дия,,насле'дия,,насле'дий,,насле'дию,,насле'диям,,насле'дие,,насле'дия,,насле'дием,,насле'диями,,насле'дии,,насле'диях,,,,,
настоящее,настоя'щее,е,n,the present,False,False,True,False,,,настоя'щее,,,,настоя'щего,"#iI__, irreg_decl:0, Irreg_decl:0",,,настоя'щему,"#iI__, irreg_decl:0, Irreg_decl:0",,,настоя'щее,,,,настоя'щим,"#iI__, irreg_decl:0, Irreg_decl:0",,,настоя'щем,"#iI__, irreg_decl:0, Irreg_decl:0",,,"gen_sg:0,dat_sg:0,inst_sg:0,prep_sg:0","gen_sg:0,dat_sg:0,inst_sg:0,prep_sg:0",,
настройка,настро'йка,а,f,"setting, adjustment, setup, retrofitting, tuning, preference",False,False,False,False,,,настро'йка,,настро'йки,,настро'йки,,настро'ек,"#iI__, irreg_decl:0, Irreg_decl:0",настро'йке,,настро'йкам,,настро'йку,,настро'йки,,настро'йкой/настро'йкою,"#___m, ",настро'йками,,настро'йке,,настро'йках,,gen_pl:0,gen_pl:0,,inst_sg
наука,нау'ка,а,f,"science, study, knowledge",False,False,False,False,,,нау'ка,,нау'ки,,нау'ки,,нау'к,,нау'ке,,нау'кам,,нау'ку,,нау'ки,,нау'кой/нау'кою,"#___m, ",нау'ками,,нау'ке,,нау'ках,,,,,inst_sg
наушник,нау'шник,к,m,"telltale, informer; headphone",False,False,False,False,,,нау'шник,,нау'шники,,нау'шника,,нау'шников,,нау'шнику,,нау'шникам,,нау'шник,,нау'шники,,нау'шником,,нау'шниками,,нау'шнике,,нау'шниках,,,,,
наушники,нау'шники,и,m,headphones,False,False,False,False,,,нау'шник,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шники,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шника,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шников,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шнику,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шникам,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шник,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шники,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шником,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шниками,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шнике,"#iI__, irreg_decl:0, Irreg_decl:0",нау'шниках,"#iI__, irreg_decl:0, Irreg_decl:0","nom_sg:0,nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_sg:0,nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
начало,нача'ло,о,n,"beginning, commencement, start, onset; source, origin; (plu) principles, basis, basics; command, authority",False,False,False,False,,в самом начале: at the very beginning\nдля начала: to start,нача'ло,,нача'ла,,нача'ла,,нача'л,,нача'лу,,нача'лам,,нача'ло,,нача'ла,,нача'лом,,нача'лами,,нача'ле,,нача'лах,,,,,
начальник,нача'льник,к,m,"boss, chief, head, superior, master, commander",True,False,False,False,начальница,,нача'льник,,нача'льники,,нача'льника,,нача'льников,,нача'льнику,,нача'льникам,,нача'льника,,нача'льников,,нача'льником,,нача'льниками,,нача'льнике,,нача'льниках,,,,,
наш,на'ш,ш,m,"our, ours, our lot",False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
небо,не'бо,о,n,"sky; heaven, firmament; air",False,False,False,False,,,не'бо,,небеса',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",не'ба,,небе'с,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",не'бу,,небеса'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",не'бо,,небеса',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",не'бом,,небеса'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",не'бе,,небеса'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
неделя,неде'ля,я,f,week,False,False,False,False,,,неде'ля,,неде'ли,,неде'ли,,неде'ль,"#iI__, irreg_decl:0, Irreg_decl:0",неде'ле,,неде'лям,,неде'лю,,неде'ли,,неде'лей/неде'лею,"#___m, ",неде'лями,,неде'ле,,неде'лях,,gen_pl:0,gen_pl:0,,inst_sg
недостаток,недоста'ток,к,m,"disadvantage, flaw; fault; shortcoming; weakness",False,False,False,False,,,недоста'ток,,недоста'тки,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тка,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тков,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тку,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'ткам,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'ток,,недоста'тки,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тком,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тками,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тке,"#iI__, irreg_decl:0, Irreg_decl:0",недоста'тках,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
немецкий,неме'цкий,й,m,German,False,False,True,False,,,неме'цкий,,,,неме'цкого,"#iI__, irreg_decl:0, Irreg_decl:0",,,неме'цкому,"#iI__, irreg_decl:0, Irreg_decl:0",,,неме'цкий,,,,неме'цким,"#iI__, irreg_decl:0, Irreg_decl:0",,,неме'цком,"#iI__, irreg_decl:0, Irreg_decl:0",,,"gen_sg:0,dat_sg:0,inst_sg:0,prep_sg:0","gen_sg:0,dat_sg:0,inst_sg:0,prep_sg:0",,
немка,не'мка,а,f,German woman,True,False,False,False,немец,,не'мка,,не'мки,,не'мки,,не'мок,"#iI__, irreg_decl:0, Irreg_decl:0",не'мке,,не'мкам,,не'мку,,не'мок,"#iI__, irreg_decl:0, Irreg_decl:0",не'мкой/не'мкою,"#___m, ",не'мками,,не'мке,,не'мках,,"gen_pl:0,acc_pl:0","gen_pl:0,acc_pl:0",,inst_sg
немногие,немно'гие,е,,some,True,False,False,True,,,,,немно'го,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,немно'гих,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,немно'гим,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,немно'го,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,немно'гими,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",,,немно'гих,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
низ,ни'з,з,m,bottom,False,False,False,False,,,ни'з,,низы',"#__a_, accent_chg:0",ни'за,,низо'в,"#__a_, accent_chg:0",ни'зу,,низа'м,"#__a_, accent_chg:0",ни'з,,низы',"#__a_, accent_chg:0",ни'зом,,низа'ми,"#__a_, accent_chg:0",ни'зе,,низа'х,"#__a_, accent_chg:0",,,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",
новое,но'вое,е,n,something new,False,False,False,False,,,но'вое,,но'вые,"#iI__, irreg_decl:0, Irreg_decl:0",но'вого,"#iI__, irreg_decl:0, Irreg_decl:0",но'вых,"#iI__, irreg_decl:0, Irreg_decl:0",но'вому,"#iI__, irreg_decl:0, Irreg_decl:0",но'вым,"#iI__, irreg_decl:0, Irreg_decl:0",но'вое,,но'вые,"#iI__, irreg_decl:0, Irreg_decl:0",но'вым,"#iI__, irreg_decl:0, Irreg_decl:0",но'выми,"#iI__, irreg_decl:0, Irreg_decl:0",но'вом,"#iI__, irreg_decl:0, Irreg_decl:0",но'вых,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
новость,но'вость,ь,f,news,False,False,False,False,,,но'вость,,но'вости,,но'вости,,новосте'й,"#__a_, accent_chg:0",но'вости,,новостя'м,"#__a_, accent_chg:0",но'вость,,но'вости,,но'востью,,новостя'ми,"#__a_, accent_chg:0",но'вости,,новостя'х,"#__a_, accent_chg:0",,,"gen_pl:0,dat_pl:0,inst_pl:0,prep_pl:0",
нога,нога',а,f,leg,False,False,False,False,,вверх ногами - upside down,нога',,но'ги,"#__a_, accent_chg:0",ноги',,но'г,"#__a_, accent_chg:0",ноге',,нога'м,,но'гу,"#__a_, accent_chg:0",но'ги,"#__a_, accent_chg:0",ного'й/ного'ю,"#___m, ",нога'ми,,ноге',,нога'х,,,,"nom_pl:0,gen_pl:0,acc_sg:0,acc_pl:0",inst_sg
нож,но'ж,ж,m,"knife, table-knife, penknife, clasp-knife",False,False,False,False,,,но'ж,,ножи',"#__a_, accent_chg:0",ножа',"#__a_, accent_chg:0",ноже'й,"#__a_, accent_chg:0",ножу',"#__a_, accent_chg:0",ножа'м,"#__a_, accent_chg:0",но'ж,,ножи',"#__a_, accent_chg:0",ножо'м,"#__a_, accent_chg:0",ножа'ми,"#__a_, accent_chg:0",ноже',"#__a_, accent_chg:0",ножа'х,"#__a_, accent_chg:0",,,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
нос,но'с,с,m,"nose, beak, head, prow; bow of a ship",False,False,False,False,,на носу: in the prow,но'с,,носы',"#__a_, accent_chg:0",но'са/но'су,"#i__m, irreg_decl:1",носо'в,"#__a_, accent_chg:0",но'су,,носа'м,"#__a_, accent_chg:0",но'с,,носы',"#__a_, accent_chg:0",но'сом,,носа'ми,"#__a_, accent_chg:0",о но'се/на носу',"#iIam, irreg_decl:0:1, Irreg_decl:0, accent_chg:0:1",носа'х,"#__a_, accent_chg:0","gen_sg:1,prep_sg:0:1",prep_sg:0,"nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_sg:0:1,prep_pl:0","gen_sg,prep_sg"
ночь,но'чь,ь,f,night,False,False,False,False,,,но'чь,,но'чи,,но'чи,,ноче'й,"#__a_, accent_chg:0",но'чи,,ноча'м,"#__a_, accent_chg:0",но'чь,,но'чи,,но'чью,,ноча'ми,"#__a_, accent_chg:0",но'чи,,ноча'х,"#__a_, accent_chg:0",,,"gen_pl:0,dat_pl:0,inst_pl:0,prep_pl:0",
ноябрь,ноя'брь,ь,m,November,False,False,False,False,,,ноя'брь,,ноябри',"#__a_, accent_chg:0",ноября',"#__a_, accent_chg:0",ноябре'й,"#__a_, accent_chg:0",ноябрю',"#__a_, accent_chg:0",ноября'м,"#__a_, accent_chg:0",ноя'брь,,ноябри',"#__a_, accent_chg:0",ноябрё'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ноября'ми,"#__a_, accent_chg:0",ноябре',"#__a_, accent_chg:0",ноября'х,"#__a_, accent_chg:0",inst_sg:0,inst_sg:0,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
обед,обе'д,д,m,lunch,False,False,False,False,,,обе'д,,обе'ды,,обе'да,,обе'дов,,обе'ду,,обе'дам,,обе'д,,обе'ды,,обе'дом,,обе'дами,,обе'де,,обе'дах,,,,,
область,о'бласть,ь,f,area province region; sphere field (area of knowledge),False,False,False,False,,,о'бласть,,о'бласти,,о'бласти,,областе'й,"#__a_, accent_chg:0",о'бласти,,областя'м,"#__a_, accent_chg:0",о'бласть,,о'бласти,,о'бластью,,областя'ми,"#__a_, accent_chg:0",о'бласти,,областя'х,"#__a_, accent_chg:0",,,"gen_pl:0,dat_pl:0,inst_pl:0,prep_pl:0",
образование,образова'ние,е,n,education; formation,False,False,False,False,,,образова'ние,,образова'ния,,образова'ния,,образова'ний,,образова'нию,,образова'ниям,,образова'ние,,образова'ния,,образова'нием,,образова'ниями,,образова'нии,,образова'ниях,,,,,
